"","id","name","display","notes","status","biomass_constant_a","biomass_constant_b","biomass_constant_c","climate_score","vulnerability","max_length","trophic_level","max_length_type","genus","group_size","trophic_group","functional_group","created_on","updated_on","species","calcium.mg","iron.mg","selenium.mug","zinc.mg","vitamin_a.mug"
"609","2e0240c8-1b31-4061-b803-c2be18c229c3","xanthura","Chromis xanthura","species and genus bodyshape","Open",0.0166,2.95,1,NA,28.25,17,3.4,"total length","c6b2d3bc-e34f-447e-ace7-0e8f6e3aaee9","5e235e0c-aeb3-45e1-87fe-59c875c87daa","b44fa509-536a-4498-b205-e34bb4a4b4d9","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-04-04T19:04:35.347222Z","2020-02-17T19:10:26.527595Z","Chromis xanthura",60.8090321,0.75461062,26.75199384,1.19678282,136.7193014
"610","2e1af1ca-80aa-4ec1-be25-5cd7fb6ddc0b","unimaculatus","Siganus unimaculatus","genus bodyshape","Open",0.01585,3.07,1,NA,15.69,20,2.68,"standard length","17f61ce5-a755-42f9-a0f0-5657ec6bb436","239e669e-f42b-454d-a5ea-d2adf7198a51","7b52107b-d3a7-42ff-9aec-a24b74bd43a1","155c8b27-5653-4414-8d2e-167b867e6fac","2018-04-04T19:04:42.272195Z","2020-02-17T19:11:11.416589Z","Siganus unimaculatus",57.61811563,0.751094299,17.24900951,1.427920354,32.14097233
"611","2e36d29f-5963-442d-bb92-6539608ac975","boleosoma","Ctenogobius boleosoma","","Open",0.006841,3.036794,1,NA,18.23,7.5,3.25,"total length","c4006c16-3ce9-4c13-bdae-3abaa68bb107","239e669e-f42b-454d-a5ea-d2adf7198a51","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2020-02-17T19:24:26.048800Z","2020-02-17T19:24:26.048822Z","Ctenogobius boleosoma",188.6634461,1.154711864,23.31359887,2.555683287,151.6912585
"612","2e55b4f5-6fdf-488d-abce-75c41e4b7428","squamipinnis","Pseudanthias squamipinnis","subfamily bodyshape","Open",0.00933,2.97,1,NA,22.97,15,3.4,"total length","48a2ac8c-0fff-40eb-b97b-817c95acda8b","10afcac0-d333-4fa3-aefd-23e3ca1bff6a","b44fa509-536a-4498-b205-e34bb4a4b4d9","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-04-04T19:03:57.381894Z","2020-02-17T19:11:02.900800Z","Pseudanthias squamipinnis",79.32329032,0.865898533,30.37624192,1.411512717,161.448156
"613","2e743083-386d-4e9d-9f15-62302305e911","bindus","Photopectoralis bindus","","Open",0.040535,2.688369,1,NA,15.37,11,2.65,"total length","6e54043a-179a-460a-bd0e-d34b41444b62","5e235e0c-aeb3-45e1-87fe-59c875c87daa","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-04-04T19:04:22.603569Z","2020-02-17T19:10:56.375554Z","Photopectoralis bindus",638.8867102,1.662414561,28.96715703,2.471369132,35.76780793
"614","2e76a2f1-8989-4ec5-b3b0-8a2101ca64e7","aurantidorsalis","Cirrhilabrus aurantidorsalis","","Open",0.0166,2.95,1,NA,18,10,3.4,"total length","01a60954-531d-40d9-8d3a-daa18c3fac38","5e235e0c-aeb3-45e1-87fe-59c875c87daa","b44fa509-536a-4498-b205-e34bb4a4b4d9","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-10-12T15:22:11.287565Z","2020-02-17T19:10:27.446725Z","Cirrhilabrus aurantidorsalis",NA,NA,NA,NA,NA
"615","2e770b51-bc3d-4647-a48f-40699f310791","harengulus","Eucinostomus harengulus","","Open",0.01175,3.1,1,NA,17.75,15,3.26,"","1b26ea34-f2d1-42a7-82a2-c193c98c1438","5e235e0c-aeb3-45e1-87fe-59c875c87daa","3c587268-a241-4930-973a-e69880ea438b","4d268d15-a189-4925-b51f-fc7bddff5e47","2020-02-17T19:24:27.053904Z","2020-02-17T19:24:27.053926Z","Eucinostomus harengulus",NA,NA,NA,NA,NA
"616","2eb225bf-60e3-40f8-b3f7-ec1e126644d6","forsteri","Latridopsis forsteri","subfamily bodyshape","Open",0.01202,3.04,1,NA,47.24,65,3.6,"total length","04b8b2f5-457b-430f-a334-9ee416656bed","5e235e0c-aeb3-45e1-87fe-59c875c87daa","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2018-04-04T19:04:22.394758Z","2020-02-17T19:10:42.681176Z","Latridopsis forsteri",27.41813756,0.358360479,23.54980887,0.462945347,11.31350724
"617","2ed4106d-555a-4118-886d-39e13e36250f","personatus","Coryphopterus personatus","","Open",0.00871,3.09,1,NA,10,4,2.68,"total length","778684f6-957b-4eff-a598-5eb412761979","239e669e-f42b-454d-a5ea-d2adf7198a51","7b52107b-d3a7-42ff-9aec-a24b74bd43a1","d02f1cc3-92e7-474b-866c-663a019df3df","2020-02-17T19:24:25.993466Z","2020-02-17T19:24:25.993488Z","Coryphopterus personatus",227.0973349,1.205481775,23.08262599,2.538077919,113.0926961
"618","2f0423e0-b388-406d-9b81-a0ae483cf088","duperrey","Thalassoma duperrey","species and genus bodyshape","Open",0.00851,3,1,NA,19.88,28,3.84,"total length","32f05639-0443-4bef-b91b-0fe0318d9fd2","239e669e-f42b-454d-a5ea-d2adf7198a51","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-04-04T19:04:20.831755Z","2020-02-17T19:11:14.418241Z","Thalassoma duperrey",71.50938684,0.784907177,39.49778584,1.564253429,50.02161857
"619","2f131c39-dfd9-4eec-9b2f-f5323e9f388f","atun","Thyrsites atun","","Open",0.00374,3,1,NA,62.58,200,4.19,"standard length","75b893ff-858a-46fc-8725-de3b88d57e41","10afcac0-d333-4fa3-aefd-23e3ca1bff6a","e7aeb7b3-6f85-437a-b538-a2b7141b8e1c","93553f68-2e87-447e-b523-d98eb326081d","2018-04-04T19:04:11.602464Z","2020-02-17T19:11:15.090613Z","Thyrsites atun",41.39102313,1.16817928,47.15173685,0.762391819,8.583899757
"620","2f196f3b-adf7-4bfe-abd0-172e586090f8","conspicillum","Balistoides conspicillum","subfamily bodyshape","Open",0.0257,2.94,1,NA,39.31,50,3.31,"total length","fdb311ba-310d-4e82-803a-f3e80534eeb9","930bac6f-5723-4863-81f1-819513df0296","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2018-04-04T19:03:59.574767Z","2020-02-17T19:10:13.868104Z","Balistoides conspicillum",45.81633136,0.669183325,34.84827229,1.335597153,57.79285642
"621","2f384da7-aea5-453f-aa49-9f4ebbf29fc6","citrinellus","Chaetodon citrinellus","","Open",0.037678,2.815819,1,NA,10,13,2.98,"total length","50016262-7da3-4c71-8422-4b38360feeee","e5d75c96-9d6f-41a3-8f8e-85534d6d3337","de618765-48d5-4904-bba4-6450d748aa9d","2d4ebd6a-b44f-483b-be2e-6938f1188f1e","2018-04-04T19:04:05.398354Z","2020-02-17T19:10:20.433136Z","Chaetodon citrinellus",132.8800244,0.957252466,30.97563401,1.491408708,41.21886652
"622","2f397931-3abc-4abc-a3d4-334d2da00b3d","strigatus","Atypichthys strigatus","subfamily bodyshape","Open",0.02291,2.99,1,NA,28.95,25,3.4,"total length","f48fa346-08fc-4259-b370-e6713f44269a","239e669e-f42b-454d-a5ea-d2adf7198a51","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-04-04T19:04:16.873429Z","2020-02-17T19:10:13.535571Z","Atypichthys strigatus",42.81854628,1.205483631,15.36594685,1.466020893,30.87857065
"623","2f4b0584-1c05-42d6-94e5-d971dc76206b","chrysocephalus","Chaetodontoplus chrysocephalus","subfamily bodyshape","Open",0.0302,2.89,1,NA,28.31,22,2.67,"total length","8d3093dc-143b-4631-a5e3-a99dafc5da3b","930bac6f-5723-4863-81f1-819513df0296","3c587268-a241-4930-973a-e69880ea438b","f2b07760-1c6b-42dc-92b9-6ea6ad8428c9","2018-04-04T19:04:32.426278Z","2020-02-17T19:10:22.316528Z","Chaetodontoplus chrysocephalus",NA,NA,NA,NA,NA
"624","2f58c828-71c9-4a99-883a-ac27aca9542f","daemelii","Epinephelus daemelii","genus bodyshape","Open",0.01148,3.04,1,NA,84.64,200,3.99,"total length","e2682221-edff-447e-8754-c5d01e244101",NA,"e7aeb7b3-6f85-437a-b538-a2b7141b8e1c","93553f68-2e87-447e-b523-d98eb326081d","2018-04-04T19:04:10.387595Z","2020-02-17T19:10:33.790204Z","Epinephelus daemelii",5.839389101,0.402052347,23.94042814,0.719704802,96.08254511
"625","2f8eb3e3-d885-4321-8c92-001a8d5f148a","darwini","Semicossyphus darwini","","Open",0.0134,2.971,1,NA,58.16,70,4.17,"total length","14291107-a60a-44da-bd01-a0d8c1cbb848","930bac6f-5723-4863-81f1-819513df0296","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2018-04-04T19:04:22.025312Z","2020-02-17T19:11:10.572561Z","Semicossyphus darwini",28.48846389,0.431993044,39.22138998,1.058857215,102.6579564
"626","2f9c2048-9f49-4421-bc1a-55081f8b58a2","ataenia","Pseudocheilinops ataenia","","Open",0.0166,2.95,1,NA,12,6.5,3.4,"total length","f81159c2-88f7-4c01-a76a-12d13882a5cc","239e669e-f42b-454d-a5ea-d2adf7198a51","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-10-12T15:22:13.553849Z","2020-02-17T19:11:03.263726Z","Pseudocheilinops ataenia",171.1669776,1.005854791,25.48300555,2.291367494,143.9220817
"627","2f9e3de5-d5f6-4208-8b6e-5c58d3acd4dd","sarda","Sarda sarda","","Open",0.00535,3.326246,1,NA,32.68,91.4,4.34,"fork length","61fa29f0-f73a-47cd-b4fc-59a52dab837f","10afcac0-d333-4fa3-aefd-23e3ca1bff6a","e7aeb7b3-6f85-437a-b538-a2b7141b8e1c","93553f68-2e87-447e-b523-d98eb326081d","2020-02-17T19:24:31.337485Z","2020-02-17T19:24:31.337506Z","Sarda sarda",57.80516759,3.899117556,32.65279492,0.709143405,12.11345223
"628","2fa39138-c497-4897-a0b8-01f44d656f71","maccullochi","Hypoplectrodes maccullochi","subfamily bodyshape","Open",0.00933,2.97,1,NA,42.91,45,3.55,"total length","b7e1897f-ebdb-41c3-974e-f5563dff3c44",NA,"2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2018-04-04T19:03:56.075519Z","2020-02-17T19:10:41.002631Z","Hypoplectrodes maccullochi",33.25432545,0.884209799,18.57258038,1.151691234,66.42921026
"629","2fb98c4a-23f9-4f52-b883-54f1d40d3631","aquilus","Pomacentrus aquilus","subfamily bodyshape","Open",0.01479,2.98,1,NA,23.46,12,2.73,"total length","7a390c05-7846-47d7-a2f9-dec3d39d67d2","239e669e-f42b-454d-a5ea-d2adf7198a51","b44fa509-536a-4498-b205-e34bb4a4b4d9","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-04-04T19:04:36.977669Z","2020-02-17T19:10:59.124744Z","Pomacentrus aquilus",87.55375956,0.800389884,26.46823294,1.637846363,70.49693171
"630","2fc0c9a8-ac49-416f-81d0-022732c73b85","maculatus","Plectropomus maculatus","","Open",0.00647,3.22,1,NA,51.18,125,4.11,"total length","4fdb9a6a-6f15-4910-9464-3a39144e25ab",NA,"e7aeb7b3-6f85-437a-b538-a2b7141b8e1c","93553f68-2e87-447e-b523-d98eb326081d","2018-04-04T19:04:11.423581Z","2020-02-17T19:10:58.286716Z","Plectropomus maculatus",19.74726791,0.476371371,51.23150604,0.715950108,72.12458495
"631","2fd42da6-aba7-4b3e-ab89-7e6b970f41bb","halli","Oxymonacanthus halli","subfamily bodyshape","Open",0.01047,3.05,1,NA,12.01,7,3.6,"total length","9f335c3c-329b-4af2-b879-290e6cfbeb40","e5d75c96-9d6f-41a3-8f8e-85534d6d3337","de618765-48d5-4904-bba4-6450d748aa9d","2d4ebd6a-b44f-483b-be2e-6938f1188f1e","2018-04-04T19:04:26.263666Z","2020-02-17T19:10:52.410805Z","Oxymonacanthus halli",NA,NA,NA,NA,NA
"632","2fd98aca-d6c8-4c88-a069-77f17d198a4f","bonasus","Rhinoptera bonasus","","Open",0.0076,3.15,1,NA,45.13,213.3,3.49,"wing diameter","be405269-6e57-47f5-b729-60740808c5a3","10afcac0-d333-4fa3-aefd-23e3ca1bff6a","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2020-02-17T19:24:31.200026Z","2020-02-17T19:24:31.200046Z","Rhinoptera bonasus",NA,NA,NA,NA,NA
"633","2fe01d12-0833-48d1-888c-4838a24e4f3f","saxatilis","Abudefduf saxatilis","","Open",0.023283,2.877253,1,NA,32.28,22.9,2.76,"total length","5d54ff04-9ec3-44f9-9591-30730d32e8a8","10afcac0-d333-4fa3-aefd-23e3ca1bff6a","3c587268-a241-4930-973a-e69880ea438b","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2020-02-17T19:24:23.461910Z","2020-02-17T19:24:23.461932Z","Abudefduf saxatilis",37.80678103,0.783760663,13.63322588,0.913456943,62.89110708
"634","2ff0ab2d-36e9-4641-93dc-3977974e3c61","phobetron","Opsanus phobetron","","Open",0.0527,2.6894,1,NA,27.48,21.5,3.6,"total length","164cb364-2657-4cf2-9764-ee47737bb891","930bac6f-5723-4863-81f1-819513df0296","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2020-02-17T19:24:30.262760Z","2020-02-17T19:24:30.262782Z","Opsanus phobetron",NA,NA,NA,NA,NA
"635","2ff5648b-58f8-4187-a957-64878d2342b6","lineatus","Meiacanthus lineatus","subfamily bodyshape","Open",0.00537,3.05,1,NA,20.07,9.5,3.4,"total length","acd273bd-0e54-4458-8f87-7117055d1ab2","930bac6f-5723-4863-81f1-819513df0296","b44fa509-536a-4498-b205-e34bb4a4b4d9","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-04-04T19:04:00.597291Z","2020-02-17T19:10:46.381765Z","Meiacanthus lineatus",114.9782833,1.002785926,27.86294471,1.888263074,128.2772563
"636","2ff5da97-7bc4-4ffe-bd98-7e6404685072","punctatus","Oplegnathus punctatus","All LWR for bodyshape","Open",0.01995,3.01,1,NA,37.09,86,3.55,"total length","bf11404d-fccf-4254-90f1-ed182bfb7617",NA,"2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2018-04-04T19:04:30.109147Z","2020-02-17T19:10:50.933168Z","Oplegnathus punctatus",29.27026053,0.495667287,43.90439463,0.871557915,27.76983936
"637","302ff588-854a-4866-ad02-bb7037601fe4","supravittatus","Upeneus supravittatus","genus bodyshape","Open",0.00933,3.09,1,NA,19.85,14,3.5,"standard length","98f3b35f-9995-4f74-927f-8c5e104693e6","5e235e0c-aeb3-45e1-87fe-59c875c87daa","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2018-04-04T19:04:28.042660Z","2020-02-17T19:11:16.457622Z","Upeneus supravittatus",NA,NA,NA,NA,NA
"638","30505eb7-4ae3-4825-a062-ea15fa97b078","cyanopleura","Leptojulis cyanopleura","subfamily bodyshape","Open",0.00977,3.05,1,NA,22.77,13,3.4,"total length","64224416-c516-4598-a84c-5606dbbc8442","239e669e-f42b-454d-a5ea-d2adf7198a51","b44fa509-536a-4498-b205-e34bb4a4b4d9","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-04-04T19:04:21.623246Z","2020-02-17T19:10:42.909417Z","Leptojulis cyanopleura",87.53264626,0.940434418,28.74896082,1.665477184,176.4218561
"639","305803c4-7305-481d-8209-7ab71fde9f11","acutipinnis","Sphyraena acutipinnis","genus bodyshape","Open",0.00708,2.93,1,NA,46.37,80,4.5,"total length","771f1a90-c3dc-44b2-99ff-3c53629f2436","10afcac0-d333-4fa3-aefd-23e3ca1bff6a","e7aeb7b3-6f85-437a-b538-a2b7141b8e1c","110740ed-2223-4531-bf5e-c83db70f7e84","2018-04-04T19:04:42.699597Z","2020-02-17T19:11:11.861619Z","Sphyraena acutipinnis",23.76564462,0.343227949,34.37469096,0.689732034,45.33175424
"640","3082a4b5-e295-4698-80ce-d54efa490b26","bucciferus","Gobioclinus bucciferus","","Open",0.0049,3.08,1,NA,10,9,3.8,"total length","82544666-5c9b-43ff-bf9d-3898a80f4819","930bac6f-5723-4863-81f1-819513df0296","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2020-02-17T19:24:36.371842Z","2020-02-17T19:24:36.371864Z","Gobioclinus bucciferus",122.1034681,0.683247328,24.26547527,1.860724942,205.9347495
"641","3083dbf6-e76b-433c-abed-4a9498083945","affinis","Elops affinis","subfamily bodyshape","Open",0.01,3.02,1,NA,48.2,91,4.05,"total length","e877ac03-05ba-44c2-8efd-5b3aaebf0312","10afcac0-d333-4fa3-aefd-23e3ca1bff6a","e7aeb7b3-6f85-437a-b538-a2b7141b8e1c","93553f68-2e87-447e-b523-d98eb326081d","2018-04-04T19:04:09.219209Z","2020-02-17T19:10:32.917970Z","Elops affinis",108.7630049,1.783719627,32.1820209,1.002878502,7.530351323
"642","30841211-bc1a-48e4-af9a-21cb28266fc9","brownii","Acanthaluteres brownii","subfamily bodyshape","Open",0.02188,2.91,1,NA,52.92,55,2.8,"total length","177c1fe9-6963-4da8-9bba-1c0ded25c3eb",NA,"7b52107b-d3a7-42ff-9aec-a24b74bd43a1","155c8b27-5653-4414-8d2e-167b867e6fac","2018-04-04T19:04:25.541280Z","2020-02-17T19:10:07.272770Z","Acanthaluteres brownii",19.647018,0.760070887,19.26225037,0.87864088,25.35157817
"643","30b6addb-f35f-4143-9df3-626795186ab9","hypselopterus","Scarus hypselopterus","subfamily bodyshape","Open",0.00794,3.11,1,NA,25.53,31,2,"total length","1270a682-eb82-4d76-8817-6ea23a853450",NA,"7b52107b-d3a7-42ff-9aec-a24b74bd43a1","c42a5c51-7372-4ac1-b56e-f79825faf338","2018-04-04T19:04:39.744778Z","2020-02-17T19:11:08.497964Z","Scarus hypselopterus",56.09145246,0.822645884,19.815188,2.627494071,23.78822311
"644","30c5f805-d023-4885-bbae-c1977331855c","helleri","Sphyraena helleri","genus bodyshape","Open",0.00708,2.93,1,NA,49.97,80,4.5,"total length","771f1a90-c3dc-44b2-99ff-3c53629f2436","10afcac0-d333-4fa3-aefd-23e3ca1bff6a","e7aeb7b3-6f85-437a-b538-a2b7141b8e1c","110740ed-2223-4531-bf5e-c83db70f7e84","2018-04-04T19:04:42.794194Z","2020-02-17T19:11:11.991147Z","Sphyraena helleri",12.66282079,0.374911878,18.45902272,0.409639467,22.72905748
"645","3105cd86-019c-47c6-befd-ba9a25c14f08","fasciatum","Stegostoma fasciatum","All LWR for bodyshape","Open",0.00389,3.12,1,NA,77.37,354,3.1,"total length","e7822187-f00a-4bfc-8e7c-f2f9f983e145",NA,"2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","4d268d15-a189-4925-b51f-fc7bddff5e47","2018-04-04T19:04:43.051854Z","2020-02-17T19:11:12.829956Z","Stegostoma fasciatum",11.37145361,0.401602824,55.86602041,0.889819235,16.99753317
"646","31135ef0-cfd1-4e38-96a6-dc7318c981e8","cuvier","Anampses cuvier","All LWR for bodyshape","Open",0.01995,3.01,1,NA,34.91,31,3.27,"total length","cc504992-314f-4074-ae1f-9799ff7c8bb4","930bac6f-5723-4863-81f1-819513df0296","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-04-04T19:04:18.944632Z","2020-02-17T19:10:11.164659Z","Anampses cuvier",47.28075824,0.552835198,32.43176894,1.306577624,80.60337369
"647","316c67b9-8a24-40d2-8a0d-77734c4fabc4","erdmanni","Halichoeres erdmanni","","Open",0.01,3.08,1,NA,15,7.2,3.3,"standard length","4677830e-96d6-43f6-949d-25294d170143","930bac6f-5723-4863-81f1-819513df0296","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-10-12T15:22:12.232212Z","2020-02-17T19:10:38.616892Z","Halichoeres erdmanni",150.6137496,0.93804523,25.40928692,2.221084274,155.0693001
"648","3183f50d-3c54-4f5f-a121-8ee39a182b5f","tapeinosoma","Plagiotremus tapeinosoma","","Open",0.00523,2.90832,1,NA,25.07,14,3.84,"total length","1b38eb60-b4aa-4168-b9b1-36b35bb69981",NA,"2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-04-04T19:04:00.903189Z","2020-02-17T19:10:56.788023Z","Plagiotremus tapeinosoma",94.37726619,0.776509504,28.42271907,1.455114608,190.4004772
"649","319495e6-0092-4e2a-b5b6-a1b11f9349f3","gunteri","Brevoortia gunteri","","Open",0.00759,3.01,1,NA,33.8,30,2.43,"standard length","a00e8357-1eda-4c01-a0b6-dcce80f5717e","10afcac0-d333-4fa3-aefd-23e3ca1bff6a","b44fa509-536a-4498-b205-e34bb4a4b4d9","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2020-02-17T19:24:24.793509Z","2020-02-17T19:24:24.793530Z","Brevoortia gunteri",151.0022487,2.66972504,24.45646494,1.628155449,7.93633453
"650","3195d271-fe74-4f84-bf7d-0e5ca6ecad80","melanospilos","Genicanthus melanospilos","subfamily bodyshape","Open",0.0302,2.89,1,NA,24.79,18,3.4,"total length","58871227-8c58-411f-9027-0877ec375d5c","239e669e-f42b-454d-a5ea-d2adf7198a51","b44fa509-536a-4498-b205-e34bb4a4b4d9","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-04-04T19:04:32.714535Z","2020-02-17T19:10:35.979499Z","Genicanthus melanospilos",52.83112331,0.691425343,25.88273864,1.17603442,164.187519
"651","3196893e-1fd1-4d43-b474-fd9815eabc1c","carpio","Floridichthys carpio","","Open",0.01072,3.22,1,NA,32.4,8,3.51,"total length","0378c197-0de3-4ed0-9a64-aece7a547af7","930bac6f-5723-4863-81f1-819513df0296","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2020-02-17T19:24:27.210209Z","2020-02-17T19:24:27.210231Z","Floridichthys carpio",NA,NA,NA,NA,NA
"652","31afb5a6-5913-4379-9327-daf8a0331809","japonicus","Acanthurus japonicus","genus bodyshape","Open",0.02291,2.96,1,NA,21.81,21,2.18,"total length","4471fe8b-2a11-4e89-b931-c7456e0eb38d","239e669e-f42b-454d-a5ea-d2adf7198a51","7b52107b-d3a7-42ff-9aec-a24b74bd43a1","155c8b27-5653-4414-8d2e-167b867e6fac","2018-04-04T19:03:54.280504Z","2020-02-17T19:10:08.183126Z","Acanthurus japonicus",88.13401036,0.881727215,17.15616485,3.048484546,29.79389126
"653","31dc8a63-a120-43db-94fc-e209282d487a","flavicaudatum","Trimma flavicaudatum","subfamily bodyshape","Open",0.00891,3.07,1,NA,10,2.4,NA,"standard length","398c246b-00f8-40c8-9d43-25967dc70c05",NA,NA,NA,"2018-04-04T19:04:13.313211Z","2020-02-17T19:11:15.826994Z","Trimma flavicaudatum",NA,NA,NA,NA,NA
"654","321d4c7a-3daa-4c9c-8a8d-d7e0f1bcc02b","hemitaeniatus","Paracheilinus hemitaeniatus","","Open",0.00977,3.05,1,NA,15,NA,3.4,"","fa5d9312-2906-4b3b-b773-07727819a69f","5e235e0c-aeb3-45e1-87fe-59c875c87daa","b44fa509-536a-4498-b205-e34bb4a4b4d9","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-10-12T15:22:13.247516Z","2020-02-17T19:10:52.893832Z","Paracheilinus hemitaeniatus",NA,NA,NA,NA,NA
"655","3226b8ca-e10b-49ea-bc55-fc774c66f08d","striata","Caesio striata","subfamily bodyshape","Open",0.01259,3.09,1,NA,20.25,25,3.4,"total length","85a2c963-1616-482b-947b-f6d2656ca87f","10afcac0-d333-4fa3-aefd-23e3ca1bff6a","b44fa509-536a-4498-b205-e34bb4a4b4d9","b02bb1b1-69cf-4cb4-b98d-0b9e90ade002","2018-04-04T19:04:02.220979Z","2020-02-17T19:10:15.805664Z","Caesio striata",65.86128903,0.881230245,36.38562756,1.23345732,81.33992534
"656","3240a26e-b042-48f3-b427-c51001c023cb","dixurus","Pseudochromis dixurus","subfamily bodyshape","Open",0.01175,3.01,1,NA,10,9,3.5,"total length","cb8cf104-da41-446d-92c5-e1b606d7018a","239e669e-f42b-454d-a5ea-d2adf7198a51","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-04-04T19:04:38.535251Z","2020-02-17T19:11:03.560902Z","Pseudochromis dixurus",128.1025186,0.87656322,26.38926014,1.85412638,122.2302581
"657","3260c7bd-7aea-48a6-b1fb-fcbbf11858c3","melanostigma","Choerodon melanostigma","subfamily bodyshape","Open",0.01,3.04,1,NA,52.71,NA,3.5,"","9174bdcb-114f-4cc1-877b-6f1e8bf5f082","930bac6f-5723-4863-81f1-819513df0296","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-04-04T19:04:17.875337Z","2020-02-17T19:10:24.304139Z","Choerodon melanostigma",NA,NA,NA,NA,NA
"658","32638d83-8089-4c7c-b968-8704f11946af","zonifer","Malacoctenus zonifer","subfamily bodyshape","Open",0.00955,3.04,1,NA,10,8,3.5,"total length","f623703e-a84e-422f-aed3-e0478724980b",NA,"2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-04-04T19:04:22.324823Z","2020-02-17T19:10:46.107725Z","Malacoctenus zonifer",350.1236962,1.176829933,40.31055757,1.614553669,58.4009143
"659","328e21a1-8412-4e24-afde-2175a790a865","pardalis","Cantherhines pardalis","","Open",0.017,3.07,1,NA,30.81,25,3.5,"total length","06cc7283-c1d1-4a01-8d6f-272006abc18e",NA,"2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-04-04T19:04:25.924076Z","2020-02-17T19:10:16.449296Z","Cantherhines pardalis",33.48062553,0.8845913,41.58060351,1.568334616,67.92264228
"660","32964fc8-ae1d-46e5-88aa-a8f1cf801739","severnsi","Pseudojuloides severnsi","","Open",0.01,3.06,1,NA,20,9.2,3.3,"standard length","6794aa8a-9179-49ed-bb85-37778b1fee3d","239e669e-f42b-454d-a5ea-d2adf7198a51","2dda0d31-dd2c-4ffa-8ea5-99c01f49802f","2ab09ef5-1cb1-4ef4-8c5d-aa3291d907a3","2018-10-12T15:22:13.978282Z","2020-02-17T19:11:04.626614Z","Pseudojuloides severnsi",NA,NA,NA,NA,NA
