country,site,aca_geomorphic,aca_benthic,andrello_grav_nc,andrello_sediment,andrello_nutrient,andrello_pop_count,andrello_num_ports,andrello_reef_value,andrello_cumul_score
Belize,WFR6,Reef Slope,Coral/Algae,1.473963,0,3.3e-5,4.458036,0,275.999996,0.396832
Fiji,BUA07A,Outer Reef Flat,Coral/Algae,0.640396,180.983873,0.017579,1147.865247,0,0,0.438005
Fiji,BUA08A,Sheltered Reef Slope,Coral/Algae,0.660988,160.037113,0.01575,452.007356,0,0,0.421278
Fiji,BUA20A,Sheltered Reef Slope,Coral/Algae,0.711134,173.720663,0.015508,716.188079,0,0,0.430726
Fiji,BUA24A,Sheltered Reef Slope,Coral/Algae,0.660988,160.03711,0.01575,452.007346,0,0,0.421278
Fiji,BUA25,Sheltered Reef Slope,Coral/Algae,0.660988,160.037108,0.01575,452.007341,0,0,0.421278
Fiji,KB09,Sheltered Reef Slope,Coral/Algae,0.588856,28.728336,1.15e-4,61.771226,0,130,0.493746
Fiji,KB17,Sheltered Reef Slope,Coral/Algae,0.571446,21.707561,5e-5,61.771223,0,5,0.462715
Fiji,KR7,Sheltered Reef Slope,Coral/Algae,0.535521,55.769622,6.4e-5,463.294203,0,236.999995,0.526445
Fiji,MAP01,Deep Lagoon,Coral/Algae,0.520433,43.897995,8.4e-5,476.580718,0,248.999999,0.523934
Fiji,NP1,Sheltered Reef Slope,Coral/Algae,0.520433,43.897995,8.4e-5,476.58072,0,249,0.523934
Fiji,NTRFN1,NA,NA,3.219295,524.460832,0.079795,1747.174661,0,15,0.63205
Fiji,NTRFN7,NA,NA,3.219295,524.4608,0.079795,1747.174555,0,15,0.63205
Fiji,NTRFT4,Sheltered Reef Slope,Coral/Algae,3.463065,591.92718,0.102845,1059.909091,0,14,0.626736
Fiji,NTRFT5,Outer Reef Flat,Rock,3.463065,591.927205,0.102845,1059.909134,0,14,0.626736
Fiji,NTRFT7,Outer Reef Flat,Rock,3.463065,591.927175,0.102845,1059.909082,0,14,0.626736
Fiji,NTRFT8,Sheltered Reef Slope,Coral/Algae,3.219295,524.460817,0.079795,1747.174612,0,15,0.63205
Fiji,Ada01,Reef Slope,Coral/Algae,4.07e-4,32.997696,0.001478,329.39972,0,0,0.299826
Fiji,Ada04,Reef Slope,Coral/Algae,4e-4,25.86477,5.82e-4,790.942835,0,0,0.305668
Fiji,Kan03,Sheltered Reef Slope,Coral/Algae,3.88e-4,7.353082,1.22e-4,50.311264,0,0,0.253064
Fiji,Kan04,Sheltered Reef Slope,Coral/Algae,3.97e-4,17.456099,4.45e-4,104.084179,0,0,0.272533
Fiji,Kan05,NA,NA,3.85e-4,1.796859,2.7e-5,50.311263,0,0,0.239036
Fiji,Kan06,NA,NA,3.86e-4,1.754413,2.7e-5,50.311264,0,0,0.238886
Fiji,Kan07,Reef Slope,Coral/Algae,3.9e-4,6.945572,1.28e-4,51.531948,0,0,0.252888
Fiji,Vatu01,Inner Reef Flat,Sand,0.006807,0,0,16.331991,0,0,0.075424
Fiji,Vatu02,Reef Slope,Coral/Algae,0.006807,0,0,16.33199,0,0,0.075424
Fiji,Vatu03,Reef Slope,Coral/Algae,0.006807,0,0,16.331991,0,0,0.075424
Fiji,Vatu04,Terrestrial Reef Flat,Coral/Algae,0.006807,0,0,16.331991,0,0,0.075424
Fiji,Vatu05,Reef Slope,Coral/Algae,0.006807,0,0,16.331991,0,0,0.075424
Fiji,Vatu06,Reef Slope,NA,0.006807,0,0,16.331991,0,0,0.075424
Fiji,Yac01,Reef Slope,NA,3.58e-4,1.319968,0,145.986401,0,0,0.169482
Fiji,Yac02,Shallow Lagoon,Sand,3.61e-4,1.649786,0,170.357961,0,0,0.172754
Fiji,Yac03,Reef Slope,Coral/Algae,3.61e-4,1.649786,0,170.357967,0,0,0.172754
Fiji,Yac04,NA,NA,3.61e-4,1.133224,0,163.763765,0,0,0.170042
Fiji,Yac05,Reef Slope,Sand,3.61e-4,1.649786,0,170.357953,0,0,0.172754
Fiji,Yac06,NA,NA,3.61e-4,1.603867,0,170.357966,0,0,0.172585
Fiji,Yac07,Reef Slope,Coral/Algae,3.61e-4,1.603867,0,170.357958,0,0,0.172585
Fiji,Yac08,Reef Slope,Coral/Algae,3.61e-4,1.603867,0,170.35795,0,0,0.172585
Fiji,Yac09,NA,NA,3.61e-4,1.495176,0,163.763765,0,0,0.171687
Fiji,Yac11,Shallow Lagoon,Sand,3.61e-4,1.133224,0,163.763758,0,0,0.170042
Fiji,Yac13,Reef Slope,Coral/Algae,3.61e-4,1.603867,0,170.357957,0,0,0.172585
Fiji,Yac15,Reef Slope,Coral/Algae,3.61e-4,1.603867,0,170.357959,0,0,0.172585
Fiji,Yac16,NA,NA,3.61e-4,1.649786,0,170.357957,0,0,0.172754
Fiji,Yac17,NA,NA,3.61e-4,1.649786,0,170.357956,0,0,0.172754
Fiji,Yac18,Shallow Lagoon,Sand,3.61e-4,1.649786,0,170.357946,0,0,0.172754
Fiji,Yac19,NA,NA,3.61e-4,1.133224,0,163.763758,0,0,0.170042
Fiji,Yac20,Reef Slope,NA,3.61e-4,1.649786,0,170.357963,0,0,0.172754
Fiji,Yac21,NA,NA,3.61e-4,1.649786,0,170.357956,0,0,0.172754
Fiji,BuC1,Deep Lagoon,NA,4.338601,36.778633,0.003175,1853.305469,0,9,0.58688
Fiji,BuC2,Sheltered Reef Slope,Coral/Algae,5.649633,43.654771,0.00377,2230.739569,0,26,0.606079
Fiji,BuC3,NA,NA,4.338601,36.778632,0.003175,1853.30542,0,9,0.58688
Fiji,BuC4,Terrestrial Reef Flat,Seagrass,5.649633,43.654768,0.00377,2230.739438,0,25.999999,0.606079
Fiji,BuC5,Deep Lagoon,NA,1.964416,0,0,6225.163593,0,29.000001,0.391538
Fiji,BuC6,Sheltered Reef Slope,Coral/Algae,10.15353,55.059989,0.007427,341.597804,0,3,0.579163
Fiji,BuE1,Deep Lagoon,NA,6.960665,41.463602,0.005091,2101.040454,0,65.000002,0.617579
Fiji,BuE2,Outer Reef Flat,Coral/Algae,5.649633,43.654768,0.00377,2230.739455,0,25.999999,0.606079
Fiji,BuE4,Sheltered Reef Slope,Coral/Algae,9.876089,20.705386,0.006795,1287.570952,0,363.999987,0.622261
Fiji,BuE5,Sheltered Reef Slope,Coral/Algae,6.960665,41.463601,0.005091,2101.040419,0,65.000001,0.617579
Fiji,BuE6,Terrestrial Reef Flat,Coral/Algae,6.960665,41.4636,0.005091,2101.040385,0,65,0.617579
Fiji,DamC1,Sheltered Reef Slope,Coral/Algae,0.660988,160.037112,0.01575,452.007352,0,0,0.421278
Fiji,DamC3,Outer Reef Flat,Coral/Algae,0.640396,180.98388,0.017579,1147.865291,0,0,0.438005
Fiji,DamC4,Sheltered Reef Slope,Coral/Algae,0.711134,173.720651,0.015508,716.18803,0,0,0.430726
Fiji,DamC8,NA,NA,0.660988,160.037109,0.01575,452.007343,0,0,0.421278
Fiji,DamE1,Sheltered Reef Slope,Coral/Algae,0.767219,126.082261,0.011021,469.807584,0,0,0.415428
Fiji,DamE6,Outer Reef Flat,Coral/Algae,0.754096,151.313718,0.012156,796.610748,0,0,0.430955
Fiji,DawaC1,Deep Lagoon,Coral/Algae,7.61827,164.241593,0.018828,2343.838367,0,58,0.645755
Fiji,DawaC2,Sheltered Reef Slope,Coral/Algae,7.61827,164.241598,0.018828,2343.838436,0,58.000002,0.645755
Fiji,DawaC3,Terrestrial Reef Flat,Seagrass,7.61827,164.24159,0.018828,2343.838334,0,57.999999,0.645755
Fiji,DawaC4,Reef Crest,Coral/Algae,6.911844,113.067843,0.015908,107.502858,0,3,0.571967
Fiji,DawaC5,Outer Reef Flat,Coral/Algae,14.244035,56.471446,0.014188,2028.753047,0,0,0.499614
Fiji,DawaC6,Sheltered Reef Slope,Coral/Algae,13.112898,82.710274,0.012027,1679.761485,0,22,0.629775
Fiji,DawaE1,Sheltered Reef Slope,Coral/Algae,4.682673,359.878109,0.040026,1126.914996,0,14,0.623877
Fiji,DawaE2,NA,NA,4.682673,359.878129,0.040026,1126.915059,0,14.000001,0.623877
Fiji,DawaE3,NA,NA,4.682673,359.878127,0.040026,1126.915052,0,14.000001,0.623877
Fiji,DawaE4,Sheltered Reef Slope,Coral/Algae,4.682673,359.878119,0.040026,1126.915028,0,14,0.623877
Fiji,DawaE5,Sheltered Reef Slope,Coral/Algae,4.594152,203.148826,0.032903,224.763693,0,4.001238,0.582446
Fiji,DawaE6,Sheltered Reef Slope,Coral/Algae,4.799879,118.904908,0.020969,141.478211,0,7,0.57444
Fiji,WaiE1,Deep Lagoon,Coral/Algae,19.258766,62.586573,0.025427,2881.612433,0,0,0.515617
Fiji,WaiE2,Deep Lagoon,NA,19.120134,49.576012,0.025086,272.235791,0,0,0.47214
Fiji,WaiE3,Deep Lagoon,NA,15.03996,34.097106,0.014423,493.8386,0,35.999999,0.604579
Fiji,WaiE4,Sheltered Reef Slope,Coral/Algae,15.039961,34.097108,0.014423,493.838618,0,36.000001,0.604579
Fiji,WaiE5,Outer Reef Flat,Coral/Algae,19.258765,62.586571,0.025427,2881.612353,0,0,0.515617
Fiji,WaiE6,Sheltered Reef Slope,Coral/Algae,19.258765,62.586568,0.025427,2881.612225,0,0,0.515617
Solomon Islands,P10,Reef Slope,Coral/Algae,0.066133,14.153714,0,952.689793,0,0,0.246583
Solomon Islands,P11,Reef Slope,Coral/Algae,0.065291,24.831825,0,1362.811923,0,0,0.259073
Solomon Islands,P12,Reef Slope,Coral/Algae,0.063921,45.713478,0,2189.399434,0,0,0.275094
Solomon Islands,P13,Reef Crest,Coral/Algae,0.066133,14.153714,0,952.689807,0,0,0.246583
